Sale_ID,Customer_ID,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Sale_Date
SALE000048,CUST0048,P001,Smartphone,Electronics,2,163.66,0.2,9/19/2023
SALE000049,CUST0049,P001,Smartphone,Electronics,4,423.34,0.19,7/5/2023
SALE000050,CUST0050,P004,T-shirt,Apparel,2,366.77,0.26,10/13/2024
SALE000051,CUST0051,P004,T-shirt,Apparel,4,475.55,0.15,6/4/2024
SALE000052,CUST0052,P004,T-shirt,Apparel,3,234.02,0.04,10/15/2024
SALE000053,CUST0053,P002,Shoes,Footwear,2,347.89,0.09,9/18/2023
SALE000054,CUST0054,P004,T-shirt,Apparel,2,259.18,0.2,2/10/2025
SALE000055,CUST0055,P003,Notebook,Stationery,1,333.76,0.18,5/24/2023
SALE000056,CUST0056,P001,Smartphone,Electronics,2,252.32,0.16,6/15/2023
SALE000057,CUST0057,P005,Blender,Home Appliance,2,134.88,0.2,7/31/2024
SALE000058,CUST0058,P004,T-shirt,Apparel,1,278.55,0.19,4/16/2025
SALE000059,CUST0059,P005,Blender,Home Appliance,1,287.86,0.26,1/8/2025
SALE000060,CUST0060,P002,Shoes,Footwear,3,414.77,0.18,1/30/2024
SALE000061,CUST0061,P005,Blender,Home Appliance,2,380.98,0.23,3/16/2025
SALE000062,CUST0062,P004,T-shirt,Apparel,3,348.71,0.07,5/25/2023
SALE000063,CUST0063,P005,Blender,Home Appliance,3,101.02,0.2,12/31/2024
SALE000064,CUST0064,P005,Blender,Home Appliance,1,374.28,0.27,3/22/2025
SALE000065,CUST0065,P003,Notebook,Stationery,4,275.14,0.12,6/25/2023
SALE000066,CUST0066,P002,Shoes,Footwear,3,452.34,0.23,3/22/2025
SALE000067,CUST0067,P004,T-shirt,Apparel,4,463.94,0.22,12/22/2024
SALE000068,CUST0068,P004,T-shirt,Apparel,2,74.82,0.02,4/23/2023
SALE000069,CUST0069,P001,Smartphone,Electronics,1,419.29,0.17,9/5/2023
SALE000070,CUST0070,P001,Smartphone,Electronics,2,66.96,0.04,4/17/2024
SALE000071,CUST0071,P002,Shoes,Footwear,2,215.23,0.29,7/19/2024
SALE000072,CUST0072,P003,Notebook,Stationery,1,294.03,0.24,12/9/2024
SALE000073,CUST0073,P005,Blender,Home Appliance,2,116.65,0.03,10/29/2023
SALE000074,CUST0074,P002,Shoes,Footwear,1,385.84,0.04,11/11/2024
SALE000075,CUST0075,P001,Smartphone,Electronics,4,53.76,0.18,5/27/2024
SALE000076,CUST0076,P004,T-shirt,Apparel,2,125.87,0.1,12/4/2024
SALE000077,CUST0077,P003,Notebook,Stationery,1,311.36,0.01,11/6/2023
SALE000078,CUST0078,P003,Notebook,Stationery,3,371.47,0.16,3/25/2025
SALE000079,CUST0079,P005,Blender,Home Appliance,2,462.49,0.12,1/4/2025
SALE000080,CUST0080,P005,Blender,Home Appliance,4,367.47,0.03,8/4/2023
SALE000081,CUST0081,P002,Shoes,Footwear,1,352.3,0.24,11/13/2024
SALE000082,CUST0082,P003,Notebook,Stationery,2,227.45,0.27,1/17/2024
SALE000083,CUST0083,P002,Shoes,Footwear,2,50.58,0.23,9/28/2023
SALE000084,CUST0084,P004,T-shirt,Apparel,2,104.07,0.25,1/8/2024
SALE000085,CUST0085,P005,Blender,Home Appliance,4,290.55,0.06,12/12/2023
SALE000086,CUST0086,P001,Smartphone,Electronics,1,353.81,0.08,12/13/2023
SALE000087,CUST0087,P003,Notebook,Stationery,3,237.85,0.06,7/17/2023
SALE000088,CUST0088,P004,T-shirt,Apparel,3,378.81,0.23,8/20/2023
SALE000089,CUST0089,P001,Smartphone,Electronics,3,284.84,0.28,8/6/2023
SALE000090,CUST0090,P003,Notebook,Stationery,1,83.38,0.22,11/24/2023
SALE000091,CUST0091,P001,Smartphone,Electronics,3,136.41,0.26,2/23/2025
SALE000092,CUST0092,P004,T-shirt,Apparel,4,428,0.19,11/23/2024
SALE000093,CUST0093,P005,Blender,Home Appliance,1,376.21,0.12,6/28/2023
SALE000094,CUST0094,P002,Shoes,Footwear,2,452.64,0.13,11/15/2024
SALE000095,CUST0095,P004,T-shirt,Apparel,4,102.9,0.02,7/10/2024
SALE000096,CUST0096,P003,Notebook,Stationery,2,495.6,0.01,11/28/2023
SALE000097,CUST0097,P001,Smartphone,Electronics,3,144.23,0.21,11/9/2024
SALE000098,CUST0098,P005,Blender,Home Appliance,4,55.3,0.13,8/13/2024
SALE000099,CUST0099,P004,T-shirt,Apparel,1,498.84,0.17,11/1/2023
SALE000100,CUST0100,P003,Notebook,Stationery,4,176.48,0.17,9/29/2024
SALE000101,CUST0101,P004,T-shirt,Apparel,2,350.61,0.08,11/7/2024
SALE000102,CUST0102,P005,Blender,Home Appliance,1,129.51,0.14,1/19/2025
SALE000103,CUST0103,P002,Shoes,Footwear,4,311.1,0.14,7/6/2023
SALE000104,CUST0104,P004,T-shirt,Apparel,4,456.82,0.12,9/5/2024
SALE000105,CUST0105,P005,Blender,Home Appliance,4,194.08,0.25,6/20/2023
SALE000106,CUST0106,P002,Shoes,Footwear,4,351.61,0.14,6/25/2023
SALE000107,CUST0107,P001,Smartphone,Electronics,1,134.56,0.18,8/19/2024
SALE000108,CUST0108,P002,Shoes,Footwear,2,331.16,0.27,4/3/2025
SALE000109,CUST0109,P002,Shoes,Footwear,4,201.4,0.26,8/28/2024
SALE000110,CUST0110,P004,T-shirt,Apparel,1,145.04,0.27,4/25/2023
SALE000111,CUST0111,P002,Shoes,Footwear,2,190.93,0.08,4/14/2024
SALE000112,CUST0112,P003,Notebook,Stationery,4,130.48,0.01,11/14/2024
SALE000113,CUST0113,P004,T-shirt,Apparel,2,455.86,0.08,4/12/2024
SALE000114,CUST0114,P001,Smartphone,Electronics,2,228.73,0.08,6/29/2024
SALE000115,CUST0115,P002,Shoes,Footwear,1,160.38,0.27,8/29/2023
SALE000116,CUST0116,P003,Notebook,Stationery,2,251.78,0.19,1/18/2024
SALE000117,CUST0117,P004,T-shirt,Apparel,1,194.24,0.02,4/16/2025
SALE000118,CUST0118,P004,T-shirt,Apparel,4,384.99,0.04,12/5/2023
SALE000119,CUST0119,P002,Shoes,Footwear,2,487.05,0.05,5/20/2023
SALE000120,CUST0120,P001,Smartphone,Electronics,2,247.12,0.19,2/25/2025
SALE000121,CUST0121,P002,Shoes,Footwear,3,437.47,0.22,4/20/2024
SALE000122,CUST0122,P002,Shoes,Footwear,4,304.64,0.26,1/5/2025
SALE000123,CUST0123,P001,Smartphone,Electronics,4,120.76,0.28,5/18/2023
SALE000124,CUST0124,P001,Smartphone,Electronics,3,360.78,0.06,10/4/2023
SALE000125,CUST0125,P005,Blender,Home Appliance,3,281.05,0.09,6/19/2024
SALE000126,CUST0126,P003,Notebook,Stationery,1,342.77,0.07,3/11/2025
SALE000127,CUST0127,P004,T-shirt,Apparel,1,450.36,0.11,2/10/2024
SALE000128,CUST0128,P005,Blender,Home Appliance,2,248.2,0.27,10/16/2023
SALE000129,CUST0129,P005,Blender,Home Appliance,2,455.53,0.17,8/28/2023
SALE000130,CUST0130,P003,Notebook,Stationery,2,387.8,0.22,2/15/2024
SALE000131,CUST0131,P005,Blender,Home Appliance,2,269.87,0.15,5/28/2024
SALE000132,CUST0132,P001,Smartphone,Electronics,1,321.45,0.01,11/12/2024
SALE000133,CUST0133,P003,Notebook,Stationery,4,196.51,0.02,6/12/2023
SALE000134,CUST0134,P002,Shoes,Footwear,2,492.62,0.16,10/30/2023
SALE000135,CUST0135,P002,Shoes,Footwear,4,350.31,0.22,6/25/2024
SALE000136,CUST0136,P003,Notebook,Stationery,2,69.73,0.06,7/5/2023
SALE000137,CUST0137,P002,Shoes,Footwear,3,196.98,0.22,5/22/2024
SALE000138,CUST0138,P003,Notebook,Stationery,2,330.49,0.24,5/1/2024
SALE000139,CUST0139,P004,T-shirt,Apparel,2,75.35,0.12,4/5/2024
SALE000140,CUST0140,P004,T-shirt,Apparel,2,60.75,0.22,3/2/2024
SALE000141,CUST0141,P001,Smartphone,Electronics,1,252.51,0.12,12/29/2023
SALE000142,CUST0142,P001,Smartphone,Electronics,3,199.71,0.2,8/5/2024
SALE000143,CUST0143,P005,Blender,Home Appliance,2,247.23,0.23,12/19/2024
SALE000144,CUST0144,P005,Blender,Home Appliance,2,168.21,0.3,1/8/2025
SALE000145,CUST0145,P001,Smartphone,Electronics,4,124.12,0.1,7/27/2023
SALE000146,CUST0146,P003,Notebook,Stationery,3,360.11,0.12,6/18/2023
SALE000147,CUST0147,P004,T-shirt,Apparel,2,281.56,0.05,9/17/2023
SALE000148,CUST0148,P005,Blender,Home Appliance,4,140.07,0.06,9/20/2024
SALE000149,CUST0149,P002,Shoes,Footwear,4,193.82,0.21,5/9/2024
SALE000150,CUST0150,P004,T-shirt,Apparel,1,316.31,0.28,1/26/2025
SALE000151,CUST0151,P005,Blender,Home Appliance,4,82.5,0.12,4/20/2023
SALE000152,CUST0152,P001,Smartphone,Electronics,2,116.35,0.05,2/3/2025
SALE000153,CUST0153,P002,Shoes,Footwear,1,82.96,0.09,8/10/2024
SALE000154,CUST0154,P001,Smartphone,Electronics,1,415.54,0.14,12/27/2023
SALE000155,CUST0155,P002,Shoes,Footwear,2,388.58,0.09,3/26/2025
SALE000156,CUST0156,P003,Notebook,Stationery,3,388.99,0.07,3/26/2024
SALE000157,CUST0157,P001,Smartphone,Electronics,4,372.35,0.22,6/20/2023
SALE000158,CUST0158,P002,Shoes,Footwear,1,351.22,0,3/9/2025
SALE000159,CUST0159,P004,T-shirt,Apparel,3,264.65,0.16,7/16/2024
SALE000160,CUST0160,P003,Notebook,Stationery,2,339.03,0.24,1/11/2024
SALE000161,CUST0161,P002,Shoes,Footwear,4,67.26,0.08,10/7/2024
SALE000162,CUST0162,P002,Shoes,Footwear,4,329.66,0.18,6/2/2023
SALE000163,CUST0163,P005,Blender,Home Appliance,1,400.04,0.2,11/8/2023
SALE000164,CUST0164,P005,Blender,Home Appliance,4,275.16,0.2,4/15/2025
SALE000165,CUST0165,P003,Notebook,Stationery,4,210.88,0.13,2/9/2024
SALE000166,CUST0166,P004,T-shirt,Apparel,4,174.84,0.1,1/9/2025
SALE000167,CUST0167,P005,Blender,Home Appliance,4,339.26,0.25,9/12/2024
SALE000168,CUST0168,P003,Notebook,Stationery,2,361.76,0.23,10/12/2024
SALE000169,CUST0169,P005,Blender,Home Appliance,3,441.94,0.1,10/27/2023
SALE000170,CUST0170,P005,Blender,Home Appliance,2,204.05,0.03,1/29/2025
SALE000171,CUST0171,P004,T-shirt,Apparel,2,396.4,0.02,9/1/2023
SALE000172,CUST0172,P004,T-shirt,Apparel,1,302.61,0.03,1/27/2024
SALE000173,CUST0173,P001,Smartphone,Electronics,4,447.28,0.17,12/17/2023
SALE000174,CUST0174,P004,T-shirt,Apparel,2,287.52,0.02,6/7/2023
SALE000175,CUST0175,P001,Smartphone,Electronics,4,282.93,0.1,2/23/2024
SALE000176,CUST0176,P004,T-shirt,Apparel,2,310.04,0.23,9/6/2024
SALE000177,CUST0177,P001,Smartphone,Electronics,2,387.19,0.09,11/17/2023
SALE000178,CUST0178,P001,Smartphone,Electronics,1,484.11,0.23,2/10/2025
SALE000179,CUST0179,P004,T-shirt,Apparel,3,83.1,0.22,2/28/2024
SALE000180,CUST0180,P003,Notebook,Stationery,3,74.05,0.07,3/3/2025
SALE000181,CUST0181,P004,T-shirt,Apparel,2,471.9,0.22,4/8/2025
SALE000182,CUST0182,P001,Smartphone,Electronics,1,288.44,0.22,10/14/2023
SALE000183,CUST0183,P003,Notebook,Stationery,4,326.71,0.12,12/29/2023
SALE000184,CUST0184,P002,Shoes,Footwear,4,267.09,0.06,2/23/2025
SALE000185,CUST0185,P002,Shoes,Footwear,2,92.15,0.16,12/9/2023
SALE000186,CUST0186,P004,T-shirt,Apparel,3,395.64,0.28,7/29/2024
SALE000187,CUST0187,P001,Smartphone,Electronics,1,386.25,0.19,1/11/2024
SALE000188,CUST0188,P001,Smartphone,Electronics,3,190.27,0.05,3/12/2025
SALE000189,CUST0189,P003,Notebook,Stationery,4,187.81,0.2,10/2/2024
SALE000190,CUST0190,P005,Blender,Home Appliance,3,427.03,0.13,11/20/2023
SALE000191,CUST0191,P001,Smartphone,Electronics,4,82.56,0.18,1/20/2025
SALE000192,CUST0192,P004,T-shirt,Apparel,1,446.5,0.22,11/23/2023
SALE000193,CUST0193,P003,Notebook,Stationery,1,165.5,0.15,3/10/2025
SALE000194,CUST0194,P003,Notebook,Stationery,2,316.84,0.24,5/10/2023
SALE000195,CUST0195,P002,Shoes,Footwear,2,471.2,0.22,10/1/2024
SALE000196,CUST0196,P004,T-shirt,Apparel,3,355.16,0.18,9/13/2024
SALE000197,CUST0197,P005,Blender,Home Appliance,1,236.49,0.05,5/31/2024
SALE000198,CUST0198,P004,T-shirt,Apparel,1,360.29,0.25,9/21/2023
SALE000199,CUST0199,P001,Smartphone,Electronics,2,204.79,0.28,9/10/2024
SALE000200,CUST0200,P004,T-shirt,Apparel,4,174.77,0.04,6/17/2024
SALE000201,CUST0201,P002,Shoes,Footwear,3,498.51,0.15,2/10/2024
SALE000202,CUST0202,P005,Blender,Home Appliance,3,387.86,0.08,1/6/2025
SALE000203,CUST0203,P004,T-shirt,Apparel,2,340.12,0.23,4/8/2024
SALE000204,CUST0204,P004,T-shirt,Apparel,1,209.88,0.22,8/27/2023
SALE000205,CUST0205,P002,Shoes,Footwear,2,72.12,0.04,1/3/2024
SALE000206,CUST0206,P001,Smartphone,Electronics,2,63.98,0.26,8/5/2024
SALE000207,CUST0207,P003,Notebook,Stationery,2,299.38,0.05,2/23/2024
SALE000208,CUST0208,P004,T-shirt,Apparel,2,392.91,0.24,12/4/2024
SALE000209,CUST0209,P004,T-shirt,Apparel,4,291.82,0.14,11/14/2023
SALE000210,CUST0210,P003,Notebook,Stationery,4,428.35,0.1,12/10/2024
SALE000211,CUST0211,P001,Smartphone,Electronics,1,65.04,0.05,9/7/2024
SALE000212,CUST0212,P003,Notebook,Stationery,2,215.04,0.05,5/3/2024
SALE000213,CUST0213,P003,Notebook,Stationery,4,156.68,0.2,6/3/2024
SALE000214,CUST0214,P003,Notebook,Stationery,1,251.27,0.17,3/8/2024
SALE000215,CUST0215,P005,Blender,Home Appliance,2,82.57,0.04,1/4/2025
SALE000216,CUST0216,P004,T-shirt,Apparel,3,479.36,0.03,1/4/2024
SALE000217,CUST0217,P004,T-shirt,Apparel,4,150.46,0.02,2/25/2024
SALE000218,CUST0218,P001,Smartphone,Electronics,1,465.04,0.22,1/10/2025
SALE000219,CUST0219,P005,Blender,Home Appliance,3,241.65,0.21,9/18/2024
SALE000220,CUST0220,P002,Shoes,Footwear,2,493.49,0.02,1/14/2024
SALE000221,CUST0221,P003,Notebook,Stationery,2,299.33,0.17,5/19/2023
SALE000222,CUST0222,P005,Blender,Home Appliance,2,468.87,0.03,5/15/2023
SALE000223,CUST0223,P004,T-shirt,Apparel,4,52.41,0.27,7/18/2024
SALE000224,CUST0224,P003,Notebook,Stationery,1,386.71,0.27,2/23/2025
SALE000225,CUST0225,P001,Smartphone,Electronics,3,456.37,0.21,8/24/2024
SALE000226,CUST0226,P003,Notebook,Stationery,1,112.87,0.28,2/10/2025
SALE000227,CUST0227,P002,Shoes,Footwear,4,93.26,0.24,9/16/2024
SALE000228,CUST0228,P004,T-shirt,Apparel,1,241.06,0.25,1/10/2025
SALE000229,CUST0229,P005,Blender,Home Appliance,4,470.16,0.17,10/8/2024
SALE000230,CUST0230,P003,Notebook,Stationery,2,294.07,0.09,2/10/2024
SALE000231,CUST0231,P002,Shoes,Footwear,3,287.36,0.07,10/7/2024
SALE000232,CUST0232,P001,Smartphone,Electronics,2,113.51,0.1,2/7/2024
SALE000233,CUST0233,P003,Notebook,Stationery,1,50.36,0.19,9/6/2023
SALE000234,CUST0234,P001,Smartphone,Electronics,2,414.56,0.05,11/29/2024
SALE000235,CUST0235,P005,Blender,Home Appliance,3,89.41,0.08,6/28/2024
SALE000236,CUST0236,P005,Blender,Home Appliance,2,335.23,0.14,12/7/2024
SALE000237,CUST0237,P005,Blender,Home Appliance,3,461.58,0.07,8/13/2024
SALE000238,CUST0238,P004,T-shirt,Apparel,3,143.89,0.18,11/21/2024
SALE000239,CUST0239,P002,Shoes,Footwear,2,349.37,0.28,3/12/2025
SALE000240,CUST0240,P004,T-shirt,Apparel,4,85.41,0.22,12/31/2023
SALE000241,CUST0241,P002,Shoes,Footwear,1,321.69,0.2,8/5/2023
SALE000242,CUST0242,P003,Notebook,Stationery,4,123.77,0.17,5/7/2024
SALE000243,CUST0243,P005,Blender,Home Appliance,4,381.18,0.15,12/22/2023
SALE000244,CUST0244,P002,Shoes,Footwear,2,185.55,0.06,11/15/2024
SALE000245,CUST0245,P001,Smartphone,Electronics,1,258.53,0.27,9/9/2024
SALE000246,CUST0246,P002,Shoes,Footwear,1,319.74,0.07,5/17/2024
SALE000247,CUST0247,P002,Shoes,Footwear,4,127.07,0.03,4/10/2024
SALE000248,CUST0248,P002,Shoes,Footwear,2,383.74,0.23,2/10/2024
SALE000249,CUST0249,P002,Shoes,Footwear,1,186.19,0.05,5/1/2024
SALE000250,CUST0250,P005,Blender,Home Appliance,4,348.07,0.11,1/2/2025
SALE000251,CUST0251,P005,Blender,Home Appliance,1,121.23,0.01,1/16/2025
SALE000252,CUST0252,P005,Blender,Home Appliance,2,359.65,0.04,8/24/2023
SALE000253,CUST0253,P002,Shoes,Footwear,2,107.68,0.05,4/28/2023
SALE000254,CUST0254,P001,Smartphone,Electronics,2,241.41,0.02,5/29/2023
SALE000255,CUST0255,P003,Notebook,Stationery,1,161.24,0.2,1/31/2025
SALE000256,CUST0256,P005,Blender,Home Appliance,3,386.77,0.25,2/27/2024
SALE000257,CUST0257,P001,Smartphone,Electronics,1,167.92,0.11,5/1/2024
SALE000258,CUST0258,P001,Smartphone,Electronics,3,446.77,0.26,7/27/2023
SALE000259,CUST0259,P004,T-shirt,Apparel,2,451.32,0.06,10/8/2023
SALE000260,CUST0260,P001,Smartphone,Electronics,4,138.4,0.1,10/4/2023
SALE000261,CUST0261,P002,Shoes,Footwear,3,326.23,0.05,9/26/2024
SALE000262,CUST0262,P002,Shoes,Footwear,2,89.47,0.19,5/13/2024
SALE000263,CUST0263,P001,Smartphone,Electronics,2,226.19,0.13,10/14/2023
SALE000264,CUST0264,P003,Notebook,Stationery,3,370.99,0.18,12/29/2023
SALE000265,CUST0265,P003,Notebook,Stationery,4,346.74,0.23,2/24/2024
SALE000266,CUST0266,P005,Blender,Home Appliance,2,331.12,0.16,6/4/2024
SALE000267,CUST0267,P003,Notebook,Stationery,3,177.14,0.19,7/4/2023
SALE000268,CUST0268,P003,Notebook,Stationery,4,220.11,0.28,7/4/2024
SALE000269,CUST0269,P004,T-shirt,Apparel,4,96.33,0.09,3/22/2025
SALE000270,CUST0270,P004,T-shirt,Apparel,2,373.56,0.11,12/22/2023
SALE000271,CUST0271,P004,T-shirt,Apparel,1,276.75,0.22,8/16/2023
SALE000272,CUST0272,P001,Smartphone,Electronics,1,368.94,0.18,11/9/2024
SALE000273,CUST0273,P003,Notebook,Stationery,2,162.02,0.05,9/20/2023
SALE000274,CUST0274,P003,Notebook,Stationery,4,196,0.11,4/17/2024
SALE000275,CUST0275,P001,Smartphone,Electronics,2,200.4,0.14,4/19/2024
SALE000276,CUST0276,P004,T-shirt,Apparel,3,61.58,0.13,3/1/2025
SALE000277,CUST0277,P004,T-shirt,Apparel,1,203.47,0.05,7/18/2024
SALE000278,CUST0278,P004,T-shirt,Apparel,3,411.49,0.28,3/5/2024
SALE000279,CUST0279,P001,Smartphone,Electronics,2,453.78,0.23,3/26/2024
SALE000280,CUST0280,P003,Notebook,Stationery,2,283.2,0.14,7/22/2024
SALE000281,CUST0281,P003,Notebook,Stationery,4,254.98,0.2,7/4/2023
SALE000282,CUST0282,P004,T-shirt,Apparel,4,63.87,0.27,5/9/2024
SALE000283,CUST0283,P005,Blender,Home Appliance,4,445.64,0.04,6/25/2024
SALE000284,CUST0284,P005,Blender,Home Appliance,3,55.85,0.08,10/4/2023
SALE000285,CUST0285,P002,Shoes,Footwear,4,475.14,0.16,4/16/2025
SALE000286,CUST0286,P005,Blender,Home Appliance,2,270.15,0.24,3/18/2024
SALE000287,CUST0287,P001,Smartphone,Electronics,4,203.87,0.01,6/5/2024
SALE000288,CUST0288,P001,Smartphone,Electronics,1,465.9,0.3,3/15/2025
SALE000289,CUST0289,P004,T-shirt,Apparel,4,60.98,0.14,10/7/2024
SALE000290,CUST0290,P003,Notebook,Stationery,3,311.64,0.11,5/31/2024
SALE000291,CUST0291,P003,Notebook,Stationery,1,297.02,0.09,9/28/2023
SALE000292,CUST0292,P004,T-shirt,Apparel,1,148.69,0.05,8/26/2024
SALE000293,CUST0293,P004,T-shirt,Apparel,1,243,0.24,7/15/2023
SALE000294,CUST0294,P004,T-shirt,Apparel,3,343.52,0.29,12/8/2024
SALE000295,CUST0295,P004,T-shirt,Apparel,2,377.21,0.12,3/24/2024
SALE000296,CUST0296,P004,T-shirt,Apparel,4,50.32,0.29,7/22/2024
SALE000297,CUST0297,P003,Notebook,Stationery,1,471.58,0.25,8/29/2024
SALE000298,CUST0298,P004,T-shirt,Apparel,1,124.04,0.14,7/14/2023
SALE000299,CUST0299,P004,T-shirt,Apparel,1,155.11,0.2,5/29/2023
SALE000300,CUST0300,P004,T-shirt,Apparel,2,168.56,0.13,12/10/2024
SALE000301,CUST0301,P004,T-shirt,Apparel,2,67.02,0.17,1/13/2024
SALE000302,CUST0302,P003,Notebook,Stationery,3,105.37,0.02,3/4/2024
SALE000303,CUST0303,P004,T-shirt,Apparel,2,493.86,0.21,11/29/2024
SALE000304,CUST0304,P004,T-shirt,Apparel,4,191.85,0.02,8/29/2023
SALE000305,CUST0305,P001,Smartphone,Electronics,3,101.89,0.25,7/8/2023
SALE000306,CUST0306,P005,Blender,Home Appliance,3,98.15,0.25,1/26/2024
SALE000307,CUST0307,P003,Notebook,Stationery,4,373.76,0.07,9/2/2024
SALE000308,CUST0308,P002,Shoes,Footwear,4,434.56,0.1,1/19/2024
SALE000309,CUST0309,P001,Smartphone,Electronics,4,165.63,0.14,5/28/2024
SALE000310,CUST0310,P005,Blender,Home Appliance,3,59.41,0.18,8/23/2024
SALE000311,CUST0311,P003,Notebook,Stationery,3,150.39,0.09,4/16/2024
SALE000312,CUST0312,P002,Shoes,Footwear,3,75.43,0.18,2/22/2024
SALE000313,CUST0313,P005,Blender,Home Appliance,4,96.53,0.09,11/19/2023
SALE000314,CUST0314,P004,T-shirt,Apparel,4,244.18,0.02,2/13/2024
SALE000315,CUST0315,P003,Notebook,Stationery,1,153.46,0,11/3/2023
SALE000316,CUST0316,P003,Notebook,Stationery,2,282.18,0.03,11/11/2024
SALE000317,CUST0317,P003,Notebook,Stationery,1,164.07,0.24,6/12/2023
SALE000318,CUST0318,P002,Shoes,Footwear,4,473.24,0.29,11/10/2024
SALE000319,CUST0319,P001,Smartphone,Electronics,3,457.67,0.13,3/3/2025
SALE000320,CUST0320,P004,T-shirt,Apparel,4,305.06,0.15,8/22/2024
SALE000321,CUST0321,P003,Notebook,Stationery,2,209.49,0.04,7/1/2024
SALE000322,CUST0322,P001,Smartphone,Electronics,1,221.52,0.17,9/6/2023
SALE000323,CUST0323,P003,Notebook,Stationery,1,235.33,0.04,8/10/2024
SALE000324,CUST0324,P005,Blender,Home Appliance,3,377.41,0.18,4/21/2024
SALE000325,CUST0325,P005,Blender,Home Appliance,1,253.24,0.28,9/23/2023
SALE000326,CUST0326,P005,Blender,Home Appliance,1,435.53,0.06,12/1/2023
