Customer_ID,Product,Product_Category,Units,Unit_Price,Shopping_ID
18845896-b5f5-40e2-9e4f-9bdf1b4ca3f5,Smartphone,Electronics,2,49.46,9643c038-3a65-4266-8bc3-eea2ff46ecc7
f2252553-0e47-40be-8be5-68d5305fdcd4,Bread,Groceries,3,462.07,52332e6d-0c6e-4d37-88c1-5e28f316856d
2bd563a6-f896-433a-8606-f9322a0becfe,Puzzle,Toys,9,343.33,6e004469-1a00-4a40-919d-ac51bbc006f6
b32a02a4-39a5-4b51-93e5-939767baa77a,Notebook,Stationery,9,406.76,0f471585-505f-4533-9d3e-d41676a05ecb
279b0326-8429-4382-86f7-3e63c002ce9e,Notebook,Stationery,10,413.51,8863f219-0b3e-425f-afba-8416add0dc87
78c85ff8-46a1-4415-a570-cd8a7c5f983b,Headphones,Electronics,10,141.23,9be6b97d-c635-4ca5-b9c9-756fa396e071
a040effd-8555-4386-b7ba-2605d78e26ce,Notebook,Stationery,6,45.77,594f7fc1-73a1-49a4-97db-182da7d55d45
bf903836-d212-4efc-ac70-a7e0ad1250ba,Laptop,Electronics,2,245.79,8d183951-4b1f-4ef1-be14-12e2c23fea36
be146aab-f28d-4b8f-8d0f-a06c47bde6eb,Moisturizer,Beauty,4,13.02,1a01972c-d22b-4390-be5f-c7e2d1a38626
55bd856a-7063-4029-8894-34b88abd7dee,Pen,Stationery,2,354.14,a9ddc01a-5628-4af5-9293-f2e5f53f1539
0155e4b8-2cca-429e-81b0-16f87feda9b8,Highlighter,Stationery,3,169.61,aaa6430b-2d41-4cbd-bac9-0a5e6cfc5a23
5cc1fc84-e33b-4455-b6f7-5c110bdeb4d8,Sticky Notes,Stationery,3,428.38,5f38ede1-09dc-4e57-ae86-3a897720ed30
42f8971c-554d-415c-af75-5b1c214b88ba,Tablet,Electronics,10,318.93,d1a934e0-f364-4a77-83ca-8ba59208ff61
3346bd8d-822b-4fb6-93ba-f922360f050a,Eraser,Stationery,10,341.89,208751cb-f717-4dfe-b6d6-0a5a068d2f53
901e83c5-e243-43c6-83fe-18372a568692,Smartwatch,Electronics,4,305.14,322986a3-1073-4e90-be54-4ee39cce8b51
1ba7c4ac-dbca-471d-b2d1-8cb3beaf3a25,Science Journal,Books,7,50.31,dcec160b-54d2-47ef-858a-b1376dd8f944
977153d1-b80e-4f8c-b4af-01375b4a722a,Tablet,Electronics,1,304.72,497d0a57-795b-4558-b7bb-41c5565b1c34
480dd8d9-0a6c-43b6-9a52-36700f322ed2,Jacket,Clothing,3,360.47,8d2808cf-e5be-49a3-8fb5-cdd3951c33ac
10f57980-afa7-4c0b-bc46-07ba4d81d26d,Laptop,Electronics,4,364.94,bb6e9c41-6918-425e-b4a0-e58175202e74
a2707d13-c97c-4369-bca9-45b0377fad2f,Air Conditioner,Home Appliances,1,274.4,2567c913-79bc-4af3-8b3a-ef28b6fcc016
8d03949b-5827-4741-bfb3-def447b36bec,Notebook,Stationery,5,39.65,7e89c2c2-e3fd-4714-b10f-790733cd6009
fa2ee276-9133-4dd3-ac68-77b2c8c32e69,Action Figure,Toys,5,178.4,523b7ed9-6aad-450a-a49e-6c17eb36dad9
c2d16a95-f5ea-4fbb-b4f9-5021c69c2dea,Shampoo,Beauty,1,254.3,7c1905f0-5f6c-4bc0-be1c-c75545542188
d7c8a026-488f-42b9-8deb-efcf87038ad6,Foundation,Beauty,10,54.96,47560e2d-3328-4ee7-9d2f-d827923904a2
4afea45c-7453-4c12-bca0-d973bfff2c0e,Puzzle,Toys,4,133.77,a72c3020-b362-4928-8144-b14a0f61a031
8147ba45-4b66-482e-a499-faa75aa7a3d2,Eraser,Stationery,3,350.36,97b5e5b8-0f75-459c-bae8-c50e2392d578
95c8bce6-36f1-46ed-a8e8-6f9f1f70a04e,Biography,Books,1,395.38,a27e1b25-0126-45b7-8305-08fea4a6082a
f0ad336d-007c-41da-afa7-93091ee27891,Milk,Groceries,3,174.44,1a4523d0-597c-4b94-b315-c26e405f7889
d673f441-37f6-4a00-a390-9fd7c1cda98c,Biography,Books,2,300.41,1cc22875-50d8-4b1f-b890-b3713d9c24a3
20eaeb90-1809-469a-83e0-4808eb5d5e03,Apples,Groceries,3,11.54,2e5725b8-7310-4567-a67d-40b665c67574
7e91aed4-52d1-4a0e-b996-64742e13406a,Washing Machine,Home Appliances,7,450.55,598528b6-fe3d-4b0b-ad5f-31c00e383b5b
26dcc69e-5532-47b4-8ebe-0993c2a0cf3b,Washing Machine,Home Appliances,5,326.22,f34a9633-547a-40b9-a256-47fbaa93e738
4f3fa6cb-8d04-4a87-9c7c-53c0f6ee7e62,Smartwatch,Electronics,5,80.94,4e891046-db45-490d-bc32-e266d32776f3
844421f7-8b6d-4c0d-b496-f8ba06ea0ba6,Moisturizer,Beauty,2,171.28,bc41b993-a1da-4157-adf5-9dc202a50749
06f0fa2a-d5eb-4470-98a6-7978e5a962e2,Sweater,Clothing,5,71.74,2cc9c82d-2156-4efd-9acd-63715f483ced
83088f42-49f5-4cb2-8dae-c2d807badf56,Sticky Notes,Stationery,10,147.5,c5e20849-c8fe-49ec-88d8-f7c07e90d08a
095c5048-8d76-4b0a-ab75-6c9380d24e4b,Moisturizer,Beauty,10,473.72,dca11661-776d-4de0-a64a-eaa28c343756
dbb14d67-13ec-4a9e-9572-067742b1d0dd,T-Shirt,Clothing,10,70.51,c20ded4b-30bc-4918-ab5a-964883b0a7f1
e37d186f-7c37-4773-ba8e-fd01da5945d6,Eggs,Groceries,7,375.5,415c36ec-1cb1-4964-9fdf-340404d0ced2
86f05e19-23c8-4a77-82dc-e7c1047e3cb1,Highlighter,Stationery,10,100.19,84059ca5-7138-4c55-b4c0-5c40018a30b3
c9be472f-dd6c-43a5-8e7f-4798f33ae8c6,Blender,Home Appliances,4,115.43,3f69e694-1feb-4cca-879b-137b3e5cb009
b1d7c3c8-4cf5-4348-8087-726ae91ece1c,Sweater,Clothing,7,356.62,5e27aa50-d268-41c2-9303-7e5c95b2a6c3
b34ab5ae-75d5-4bbc-ad1b-f26f6fc0014f,Bluetooth Speaker,Electronics,10,437.9,111d169a-1ddd-4436-8cab-7d4e5d43880a
55b101ad-e9ce-4a04-a106-ee5fcdfaed3e,T-Shirt,Clothing,10,212.02,b0ebb7cf-586a-4d36-a644-7e26997fbb21
8e575842-15e6-4a8a-b3a6-25a272e5e923,Bread,Groceries,8,36.62,199eed30-9cdd-4be1-8983-26aa09a62aa8
2c3bab41-7af8-4f5f-af36-1d743ee08697,Smartphone,Electronics,9,443.05,0590555f-99c3-4552-8dbb-e83a4628eaa3
0caf77b0-85f0-4bbb-b2d1-5712fbdc612b,Dress,Clothing,10,378.96,c62eb1f1-1cd4-48c2-9da4-fd87f37addc8
ac99ef1f-bedd-4b5d-960c-f486c3b666b2,Sticky Notes,Stationery,6,159.47,27e70f3c-4e6a-47f2-a4e9-79132501ae83
6c4e22ca-dd88-4fc9-8bdf-4d5e4f5fbe50,Rice,Groceries,7,98.06,c301b495-898b-4cf6-b5bd-d898c173cae6
df4d894b-c55f-484d-b442-d3a02a206c18,Microwave,Home Appliances,2,419.54,238eedf9-9c67-4c6a-bee2-697138423022
a84825f2-df78-4bd8-8058-b1c4b08e271b,Rice,Groceries,1,203.9,67d88c98-13ca-4e4a-a873-26fd0e588b85
e6eebd06-a308-4c28-8541-708e4d29c229,Jeans,Clothing,7,161.51,717f0032-5351-43e1-a95b-8464b7590043
c02fed8c-9133-4d6b-b4e3-c18d6c09e24a,Milk,Groceries,1,490.22,71b291af-b497-467a-832c-92ccb0111c1f
40aec160-b60f-41f4-b204-43d951998f6d,Eyeliner,Beauty,9,307.97,12386cdf-e491-46eb-a386-7ad2e3326849
282b0113-651e-401d-9720-13792a6105a5,Biography,Books,10,326.39,9d928a15-a9e6-45af-a44a-685f82f2c0a5
00c30e39-7fea-4417-bd36-3bafb6df2ed9,T-Shirt,Clothing,5,345.83,ff2b84fe-ed6f-4d79-ab11-19d1f7965ea6
3d6fea22-906b-4b29-9ad7-ec1d1daf9fde,Chicken,Groceries,8,427.7,06d4fe28-2657-4d16-b4be-44ca379a28e2
33aa19c0-9c1d-4169-845e-6ca14cd6c2af,Lipstick,Beauty,2,15.81,bf04bd68-aca4-4655-8659-3fce9514be4c
1de6487c-037f-4f8b-8145-33e3acaaef23,Lipstick,Beauty,5,71.04,0edc0279-d09c-4e64-ad36-4ebe974202d5
c535e120-907a-4219-b363-e395c88e7006,Highlighter,Stationery,6,61.98,35088274-3bcd-4622-a528-c315da3e7eeb
fdd932aa-12ec-497f-bc0c-ac228723db82,Biography,Books,5,426.36,d66054c6-f3c5-4c70-bb53-44ef31aef8d6
07f8a5cb-dd66-40f7-8f20-b0c0e23bcd55,Eggs,Groceries,1,106.84,3be2cdcc-3125-4f30-8b87-f2bac0b78aa6
48f5f122-7fab-4467-bb46-efcf425e604b,T-Shirt,Clothing,6,473.52,96387df4-2ab8-4881-a759-a6faf573d44d
e6a4679f-0492-42ac-9761-9d4413a428c4,Blender,Home Appliances,1,423.95,b27d3e40-1e3a-48eb-bd5f-4fc002387080
85cbd3bb-8594-4230-b676-999fe9ff0866,Laptop,Electronics,10,329.4,6b7a7ac4-3273-4c2e-8f33-ec4310916bc1
7ea42b2e-2eec-4123-b993-d528d8ac1f4c,Board Game,Toys,7,189.36,9a5fcb21-6528-4196-ad85-c799a5e7d50f
d8dd90ce-079a-45fa-a406-735c648ef857,Pen,Stationery,3,107.88,ced9ced3-7409-4fe1-bf95-7bd5c7aca2a4
1b2e7848-d666-4644-ac68-faf3e4905bb2,Textbook,Books,5,9.4,6a878157-67b5-4119-b62e-d68d797b0922
5c3aa6b0-a44f-49a7-91f0-ee2183d9b313,Textbook,Books,5,170.04,f0a9a298-fb8b-4b9e-8e75-6e379c821820
43afb88f-a1dd-4d31-8d52-108773cbe601,Highlighter,Stationery,2,172.44,e1e0f560-4140-4aa5-907a-2260aef294ad
a483a060-c1c1-474e-aebb-0020c5f10216,Chicken,Groceries,1,25.4,4c002618-5475-4186-bc4a-cc9340cb3c0c
b169822c-b0f7-4c42-95da-79acf42cda65,Lego Set,Toys,3,491.05,79ca77b5-ebb5-44fd-8ca4-704396fa4207
94fd75d8-97e6-4398-bea1-2bac4fb62b38,Bluetooth Speaker,Electronics,7,494.7,262a18b2-2b4e-448e-bb24-328cfcc30c5d
4f5e74bb-4a11-4d31-a8c1-ca6359510c6b,Chicken,Groceries,5,61.87,65ae0d94-1766-4d1e-b3cb-953f1643313d
a5b9ba93-33ba-473b-8e6c-91f2abb88cf2,T-Shirt,Clothing,4,467.21,20ad8491-56cd-4a60-bd02-f8fa693d940d
11174211-a3fe-452f-bc85-6dce79ac4988,Smartphone,Electronics,9,365.69,b9724c55-b215-441e-991f-73516e46c23f
6e276832-ef61-46bc-978b-154797b19889,Jacket,Clothing,7,418.6,4b39d08e-21a8-4bbb-acae-dae8fd5a35be
c940e63d-477f-4293-bef5-beb89eede96c,Smartphone,Electronics,7,58.78,31691f69-b080-4469-91d0-c5e4d85d8f51
840a89c9-42d6-4b80-840b-d088c4fcd801,Dress,Clothing,8,171.85,b2f55c4b-6b95-40d4-9257-aa8c9c9c1da2
2aa23a71-09f6-4016-af8b-7b45408f7307,Smartphone,Electronics,2,242.15,64b96202-9e24-4b8f-b48f-6d7454c47336
6d6eaf99-6eff-4b70-b7e8-39d6c799832a,Blender,Home Appliances,8,216.13,6ee34984-8251-4d65-971c-2eff1815de96
029d647d-cc83-4e11-bc96-1eb0b9c45a40,Smartphone,Electronics,6,368.7,3ac184fb-0b2b-498f-87c8-f6c832798b87
5d5d5d66-bbef-4737-8ffa-217f7ea273a6,T-Shirt,Clothing,3,315.24,a7d0c609-f592-401f-91b5-029d16b5581e
1bf81d4c-e1c8-4934-a6ac-8b1961c57215,Eggs,Groceries,2,37.59,5ce9cdb8-9903-4afc-9a03-cf26f8931b2d
a7f0187f-6089-4270-8320-98e24ed2f24f,T-Shirt,Clothing,4,376.19,36f8b191-a0ad-48e7-9bc5-aaf11d2bb419
371ad705-839c-4328-aa2e-b357f44bcd4d,Smartphone,Electronics,7,8.89,66b77cb1-c2fa-4d91-b7a2-e27bb0fd11ec
649073bf-8184-49f5-94d8-6f3b2ad7c3c9,Jeans,Clothing,9,261.91,bb354a40-f94e-4b83-8b39-408823af04ba
e5fd4f7f-3803-4ce3-ae85-7823e7b344e1,Chicken,Groceries,10,358.63,65a11148-4c7a-45b0-a468-b69f1e323bc3
d2e0f791-44df-4439-ad1d-d55742965616,Pen,Stationery,7,46.41,39a1aa67-52e9-49b5-a73c-aaaf89831bf9
d08c08ba-004e-4dab-b43a-e179550bbc57,Puzzle,Toys,5,294.69,fcfe9c69-7d29-471e-9408-bfa95db8e3a4
83243646-c0b0-403c-90f5-dd1e486b9055,Apples,Groceries,7,100.01,d5fe4cec-b8a9-4b27-92d1-c7649260f577
7bfb20f4-fe72-4bb9-8f00-166695164f9d,Eraser,Stationery,1,451.99,cd1997eb-5769-4996-b52b-1a63108802cf
0a7bc549-ea40-4e6e-977a-8436b669bbdc,Fiction Novel,Books,4,63.86,d2f9b4bc-54d2-4b21-afda-639c62e379ba
1c98754b-330c-40f1-8947-4de77084c15d,Lipstick,Beauty,5,107.58,40b296bb-69f5-4fee-a43c-71dcf2a69840
672469e1-3ab3-4e28-993e-47d380c7e6a7,Board Game,Toys,4,313.59,f5e2d5b9-fd37-4735-abf0-088a4dd97d58
c0c68cf4-42f1-4f5f-8f12-31a3ff71b151,Chicken,Groceries,4,231.91,deaf9c6e-dbf4-4819-b3f7-12dcb2faae91
2ed2f4a2-def2-4639-963c-5105717335ca,Lego Set,Toys,3,56.85,89724eab-f376-4a9e-ab7a-2521deef83be
c11913dc-251e-4201-985e-1966792a3c5c,Sticky Notes,Stationery,8,78.46,5cd85e30-ca01-4f42-a776-84d5b05d5dde
3e3959a9-cdbf-460a-afc6-c065969b85f9,Bluetooth Speaker,Electronics,7,439.44,9fdcb2bb-24e2-422b-9917-02190ad58a07
806ae88b-97d6-4960-9440-957d53967839,Skirt,Clothing,6,417.6,95369ed9-bdbe-4893-8aff-4b54f460aece
a622775d-fe7c-49fd-83ea-91e5cfe8b983,Notebook,Stationery,4,273.69,1c078276-4655-41c1-b5ab-833647af6a8d
ac5444c3-675c-4099-a831-37b23a7bc798,Smartwatch,Electronics,1,173.41,1113b0a7-5a3d-4b3c-9e5a-38e9efc6f4d8
f1126333-f933-4821-9af4-c92e83351e7c,Comics,Books,6,409.97,e8de4931-d4db-4f1d-8330-25b1c8eb57ed
abf9bef6-9a69-47f0-892b-d2697e20d070,Fiction Novel,Books,3,437.87,d3bdb74a-9773-4162-8ee2-c4b026641236
40044dba-9e37-4f11-aff2-1fb094653633,Eyeliner,Beauty,7,293.56,ce4905b4-4dd1-48fa-9e0d-4026716bade7
263b74cc-dc2e-4993-9a5b-809cb96bae22,Science Journal,Books,8,37.85,8b491366-bdc5-463b-b3bc-23950714a838
1e91f850-7a94-40ad-b09e-b8d920570d38,Apples,Groceries,9,435.1,bb756fed-783c-494c-b6f6-cf293e4ceee5
b9e743d8-4e82-4391-9aee-853ea947489b,Sticky Notes,Stationery,2,116.42,be51a549-7591-47b9-99ec-f3fd854634f7
59ee60ec-eda5-4861-ab00-69cee40b6ef4,Skirt,Clothing,5,12.57,3115f982-82f9-4f84-89ac-eae7ec629693
a9e5fec8-1919-48e6-b586-ebcde3fcdec0,Shampoo,Beauty,3,401.32,50a481b2-1a29-40b8-9b88-1e028e9d7e6d
f04b29a0-f7cd-47d3-90fd-5ce36cae2b6d,Textbook,Books,8,484.46,c8525fa8-e622-4910-ab18-2a46940d981e
cc2b033a-3fb9-49ea-bdc2-57cedc12cec1,Laptop,Electronics,7,451.04,4894a684-c668-46bd-bb41-7f4a1375d143
447a4c89-eb40-4542-bd84-2b902fa2436d,Bluetooth Speaker,Electronics,1,289.07,df6384ba-c326-4723-a3b2-bf3025063803
4f71e359-d57d-4321-8935-d8195a5e18fc,Highlighter,Stationery,2,374.75,0d3c5da3-55d4-4bd2-aa0b-a24a48d2d9c1
b003e94c-70c1-494c-9d3a-cd568598024a,Textbook,Books,5,270.03,d05a21e6-8ec1-4532-92a6-3a97acdb71d8
94f5fcf7-0130-4ced-ba5a-f92a9b02ecf0,Moisturizer,Beauty,7,413.72,39a4fe37-6667-435c-874c-0faa25e3b096
c11e732b-3f67-4e83-8cf1-a7026a2a33ac,Air Conditioner,Home Appliances,7,305.68,f779c5c4-2097-4ab1-b5c2-f57eb2269d04
62f904b4-665e-41f0-821b-7d03514312d9,Science Journal,Books,1,330.21,780a6d93-119c-4e90-891b-305bdc345349
51471302-b32c-4c4a-8b21-552c0d7e51c8,Washing Machine,Home Appliances,3,154.71,b96b98ae-174e-4c7c-bd87-7941ec0e58e2
d8c80f8a-4af9-4ab6-89d8-77fde98779db,Smartwatch,Electronics,6,37.48,374c6c03-d0a8-4e5f-9d56-ddae1f872133
967ad665-a456-40f2-964e-6ae684d46a03,Puzzle,Toys,5,387.38,a8b977db-74c6-41f9-900f-e122a82b5049
187d6195-dcd4-4ef3-bf9f-b509b33937fd,Apples,Groceries,7,35.82,4dd96d14-9da8-4cd6-867f-2dc284bd8b4a
cf0caae0-5cbb-41a4-a495-6068a6a9f1f5,Shampoo,Beauty,3,123.28,f5491088-fc72-4104-99aa-1d7f62eaf971
6645f5dd-dc55-4aa5-b551-8092f11a3ea3,Board Game,Toys,6,32.49,b65b87cd-79af-451c-9407-1ca7ca302223
fc5e2eff-62a1-40ee-89e9-f264e2d37738,Milk,Groceries,7,74.75,842e4ec4-34b4-43b6-97eb-ec4a1239b65d
a4c33373-ff04-4958-b64b-c9b2bf268fe9,Eyeliner,Beauty,2,338.4,2f0bad3c-3cf1-4aa2-8e32-a8b0994fa4d7
051f8efb-0544-4179-b502-b7b12b58f8ad,Skirt,Clothing,6,208.51,e7c12c62-d07a-4df8-b943-acffcf96a510
0568ec51-12b8-4e12-9441-721bd9ad40d8,Action Figure,Toys,8,196.41,d540f6e5-1705-447a-a9c0-bfd8de217205
d8b3e0e7-11b8-4f39-9c06-4ca604fe2c74,Sweater,Clothing,2,238.09,02f76fcb-db9d-4734-a8fd-af877257cd6b
177fdedf-f2c5-4f47-9fe3-f96a30002680,Air Conditioner,Home Appliances,1,21.07,afe5d0de-cca4-425c-ad07-cfa5c5300a30
7ddd634a-1e11-419b-8429-8f2ee94a4c14,Comics,Books,6,57.12,e822a278-b190-49c8-9b3b-5a1a1720e8c2
1f4daa9d-5e76-479f-bf4d-fdc578da2393,Notebook,Stationery,6,101.51,06158bd3-9835-494b-85f9-e749a257850a
fbd7655b-4c3c-472b-9441-120dafbc37b0,Fiction Novel,Books,2,441.23,dc545cec-c838-479c-ba34-3112a857e049
8c52a3ec-a861-4437-909c-5cba241cbd78,Action Figure,Toys,8,309.09,33d1a117-1ede-46a3-998a-1b48d4f4a84b
5bfdae72-b6aa-44e9-adea-4360b5d60454,Microwave,Home Appliances,2,484.9,8700d290-6de8-4556-8b79-4e4aedb74fc9
7cd4f9ba-546a-41e8-9332-62f37c6b504d,Foundation,Beauty,3,479.44,2271b23b-8bf5-4d0d-a9dc-9e48ddc94e53
8b91e819-b2da-410f-b214-d3c78f6fc538,Air Conditioner,Home Appliances,5,458.86,73aaa4b0-0795-4d77-ab5c-d5a18f0b3e5b
9bf5136c-dd1e-4f58-9d26-520de57b9c3e,Fiction Novel,Books,2,261.91,e307b1ae-bfff-4781-99b8-2ae557aca059
2d0331ff-2b4e-4339-88f4-b540f21becb4,Eraser,Stationery,1,392.15,ad508501-85f9-47d9-a70a-c0aa489eef69
97588bac-5180-43fb-95b2-b8eb3d8fad22,Comics,Books,6,379.53,2e77c988-0664-4964-937f-2580028e0737
d2203f09-ecca-4e26-b1db-01aa265418b9,Sweater,Clothing,2,478.47,c97925e5-8ca2-4290-922f-655828e798b6
b39e18d1-74b0-4cb5-b5c5-311bdacad719,Dress,Clothing,8,131.42,6587c8b9-420e-4eb8-a131-c05fe6ca574c
9073f6fe-69f3-4973-9c05-7291fcd8e8d9,Textbook,Books,9,334.92,f8472818-f938-406c-9378-c8fd770e87b7
5e1d0345-5020-4c98-a0dc-34bc01ff1845,Moisturizer,Beauty,4,118.68,9a9438d8-d11e-4bad-b8ef-d062f1a849a8
0d2166bd-e0d6-4c7d-965b-ba527cec0a9c,Blender,Home Appliances,9,212.96,8ef1bcd8-14b5-4281-8933-fe35fb102ce4
1333a48b-8505-4d3b-a98a-23fe2ae32eb9,Fiction Novel,Books,2,77.12,48ab1b11-fc3c-47d2-b454-e8daf635dd00
a3d1a525-214d-4e80-b5ac-84146a1e5568,Highlighter,Stationery,7,461.83,808b466b-1946-4231-96f8-0b924c99259f
714812ba-bbc2-42b3-a0bb-b5dd185fa8f6,Comics,Books,7,36.15,ae76c823-e10f-4abe-a307-d0f136e03455
25fb2436-93e5-41a4-b694-58f9e540593e,Doll,Toys,3,368.47,1fb10c11-dec4-4114-aea1-09a4b35e3c61
539d972b-cf60-46dc-8f44-c48a97d13fa8,Board Game,Toys,7,344.78,40422739-b0fb-4c22-a9cd-6b7720d0b942
4f70ace9-7316-4a2b-b60d-d303e0e6b96f,Milk,Groceries,6,362.66,d1165061-fb65-42da-a3ba-683bee017b3d
2a75c92d-8801-477c-872e-6da33413f7d7,Moisturizer,Beauty,2,65.08,68bda45b-5990-4c64-ae6c-6bcd17aab8f0
a4da6294-05aa-4324-8ac8-8d8b6fea6ea8,Washing Machine,Home Appliances,6,93.06,c99bf16f-8362-41e6-acad-bb1222bee152
eb88b925-c22b-4450-bcc6-d2b22057af97,Dress,Clothing,2,300.31,f6388c32-410b-4c4d-b55e-a4f0f65d9731
0e93eca6-d6cb-4b56-8df3-f415d26441f4,Pen,Stationery,4,6.6,008faf16-5265-411e-ab2b-424f8d901ff9
b7ce3a4f-f1e8-4195-a02f-6f1ad2d189bf,T-Shirt,Clothing,1,150.17,ac47a946-d085-4a3d-be25-27d8909d03d4
daccdbac-f53e-4d41-9289-c4b12fccdf77,Jeans,Clothing,4,430.29,1f7ee134-3fdb-4afa-84e5-701c0470afa9
745236e6-ef28-4474-9445-d1caad6f305f,Biography,Books,2,240.96,57fd0c09-5bfe-4ea3-a8d0-956def7c1ca0
25c8b679-eaf9-4b8b-bf15-508309a2658e,Fiction Novel,Books,5,69.43,cbc744fd-cf31-41bf-90c1-8efa6ab03716
79bcf696-f704-4960-bb65-e93d45fc1f49,Foundation,Beauty,6,239.32,b70403ad-8839-42a5-b9f2-08d41741955a
c1af32cd-ae62-466a-aa8b-0c3c7768f909,Sticky Notes,Stationery,5,468.88,4b424a73-834d-4490-9033-88117493d8bd
f3bed455-e6de-4380-81dc-0ad099831955,Shampoo,Beauty,6,96.1,d1dba34d-c316-4245-a49b-915e1f7252e1
d7ae0651-5e7d-406e-a7e7-615e3b00db8f,Fiction Novel,Books,2,268.95,2fb40cd9-9a24-4c85-a8a0-dda4525a26e8
fa21f5fd-bfd2-4c5a-8adf-6a44aab571f0,Dress,Clothing,3,191.41,7ed64b44-cf87-4d88-b43e-fc6bc06d661a
759f23e2-00f0-4400-bf8e-eb16ad1621e0,Fiction Novel,Books,3,403.17,54f5d8e3-10ff-464d-90ca-bfc91f9bdfb2
ccc66c60-1dfd-4b4f-99e2-8c5668d6f17f,Headphones,Electronics,9,125.21,4dcd4e0c-c5c8-4e31-b706-f77cff19e953
c3a12c53-5753-44a5-a69e-f9490978dc01,Lego Set,Toys,6,212.79,2c97cedb-bbdb-45d1-856f-51b16e60490f
a4ac0d03-fcd1-4706-9043-1479fb2c3af2,Smartwatch,Electronics,3,302.6,dc92609f-352e-4875-9ec1-863e6ae2bf96
829cfbf8-3f56-4d83-a8f8-c201c2388487,Eggs,Groceries,2,70.35,b60e6bc6-49b1-4cf7-9a9c-fd665f432163
