Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Payment_Mode,Status,Channel
14132740-9799-46e2-9b7d-b7049572abf0,4afea45c-7453-4c12-bca0-d973bfff2c0e,3/17/2025,Purchase,Debit Card,Success,Online
a8432291-ae32-4d54-8b9c-e811d2cc5052,8147ba45-4b66-482e-a499-faa75aa7a3d2,2/7/2025,Purchase,Wallet,Pending,Online
c3977d42-ece3-4ca5-b2fe-06fd4bf548e7,95c8bce6-36f1-46ed-a8e8-6f9f1f70a04e,2/26/2022,Refund,Wallet,Failed,Online
5c8f684e-1996-4a9c-9328-d7b99b9958dd,f0ad336d-007c-41da-afa7-93091ee27891,6/17/2020,Purchase,Debit Card,Success,In-Store
1ee790f7-f444-46f7-935a-8cf7acb73930,d673f441-37f6-4a00-a390-9fd7c1cda98c,7/22/2024,Refund,Debit Card,Pending,Online
b6ea31a6-fdcb-40b4-899d-f09a4739e833,20eaeb90-1809-469a-83e0-4808eb5d5e03,7/22/2024,Refund,UPI,Pending,In-Store
764f180c-e870-4403-9812-7098b386983f,7e91aed4-52d1-4a0e-b996-64742e13406a,7/15/2023,Purchase,Credit Card,Failed,Online
22b086a4-2a7f-473c-9436-35bc0f755d51,26dcc69e-5532-47b4-8ebe-0993c2a0cf3b,1/4/2024,Purchase,UPI,Failed,In-Store
35ce01ff-77ac-495c-a948-5cb03dc9777c,4f3fa6cb-8d04-4a87-9c7c-53c0f6ee7e62,8/7/2023,Purchase,UPI,Failed,Online
01ff27fe-92ff-42ba-913d-15d27d3b435c,844421f7-8b6d-4c0d-b496-f8ba06ea0ba6,4/17/2025,Refund,Net Banking,Pending,In-Store
617e5ac9-673a-442c-b7bf-9de7b9b50dcb,06f0fa2a-d5eb-4470-98a6-7978e5a962e2,9/20/2020,Purchase,UPI,Pending,Online
395afc33-1f6f-4f7d-98f3-c8bed0cdee93,83088f42-49f5-4cb2-8dae-c2d807badf56,8/22/2024,Refund,Net Banking,Failed,In-Store
028ee95a-62f1-4e28-a486-4ed387be45db,095c5048-8d76-4b0a-ab75-6c9380d24e4b,8/2/2023,Refund,Credit Card,Failed,In-Store
4d82209e-d8ae-4691-ab4d-1c3494e50327,dbb14d67-13ec-4a9e-9572-067742b1d0dd,1/16/2025,Refund,Net Banking,Pending,In-Store
4cbd857b-d5e7-47bd-9b6e-3f79d2875a8b,e37d186f-7c37-4773-ba8e-fd01da5945d6,3/2/2021,Refund,Credit Card,Success,Online
2cb0c132-1826-4ed2-af2a-9e4e392669b3,86f05e19-23c8-4a77-82dc-e7c1047e3cb1,9/8/2021,Refund,UPI,Pending,In-Store
8ff66548-2978-4ca5-95ed-6dc435dc20fc,c9be472f-dd6c-43a5-8e7f-4798f33ae8c6,5/5/2022,Refund,Credit Card,Failed,Online
d56b19c0-5d43-4a82-89a9-72ad6679cc26,b1d7c3c8-4cf5-4348-8087-726ae91ece1c,8/29/2020,Refund,UPI,Success,Online
13a81a09-de2a-474e-ad5c-141abcf3e0e2,b34ab5ae-75d5-4bbc-ad1b-f26f6fc0014f,9/26/2024,Purchase,Debit Card,Failed,Online
fe2c2a5c-af0e-426d-96c1-1c92a6ff9a87,55b101ad-e9ce-4a04-a106-ee5fcdfaed3e,8/26/2023,Refund,Credit Card,Pending,Online
2790e157-ef6e-47a9-a088-7de5c3ebd03d,8e575842-15e6-4a8a-b3a6-25a272e5e923,12/13/2024,Refund,Debit Card,Success,Online
6ccc061a-3a64-4092-ada1-1c98a3375b56,2c3bab41-7af8-4f5f-af36-1d743ee08697,8/20/2021,Purchase,Credit Card,Pending,Online
5dcdeeb2-740c-435b-9664-e45108a7b289,0caf77b0-85f0-4bbb-b2d1-5712fbdc612b,9/3/2023,Purchase,Net Banking,Pending,Online
7948092a-0a42-4157-8ae7-563c3913f4fa,ac99ef1f-bedd-4b5d-960c-f486c3b666b2,2/19/2023,Purchase,Credit Card,Success,In-Store
b8a1b24c-3309-4ffb-aba2-1e2143de06db,6c4e22ca-dd88-4fc9-8bdf-4d5e4f5fbe50,10/21/2023,Refund,Credit Card,Pending,In-Store
d84e3c40-e300-4d5d-beac-483860792de9,df4d894b-c55f-484d-b442-d3a02a206c18,9/26/2021,Purchase,Wallet,Failed,Online
ad739c12-5544-4ca0-b5ab-d4af52e120a2,a84825f2-df78-4bd8-8058-b1c4b08e271b,5/2/2023,Purchase,Debit Card,Success,Online
1d9aa985-542b-4443-8183-5bd311517490,e6eebd06-a308-4c28-8541-708e4d29c229,10/8/2023,Refund,Net Banking,Pending,In-Store
1809062e-e9c2-4fa7-aecb-a1938c441508,c02fed8c-9133-4d6b-b4e3-c18d6c09e24a,7/22/2022,Refund,Debit Card,Failed,Online
b0468c49-b5d8-405f-a358-87d4795095bc,40aec160-b60f-41f4-b204-43d951998f6d,3/25/2024,Purchase,Wallet,Success,Online
01cf918e-fac0-4444-82fa-87a31a8ba754,282b0113-651e-401d-9720-13792a6105a5,9/4/2021,Purchase,Wallet,Failed,In-Store
8387d737-9c53-4d76-94bf-aa91f98ed0a4,00c30e39-7fea-4417-bd36-3bafb6df2ed9,1/24/2025,Refund,Wallet,Failed,Online
81ed5a14-3c78-4c50-a780-19b4c691a7b2,3d6fea22-906b-4b29-9ad7-ec1d1daf9fde,9/20/2020,Refund,UPI,Failed,In-Store
5ed054f4-5a3b-459b-8edc-b363b7b4a0c7,33aa19c0-9c1d-4169-845e-6ca14cd6c2af,5/22/2020,Purchase,Wallet,Pending,Online
2a0f7d6b-6e39-48ab-97d0-85506423539d,1de6487c-037f-4f8b-8145-33e3acaaef23,4/30/2020,Refund,UPI,Success,In-Store
271f90b4-b323-4864-be43-138e5dbd345d,c535e120-907a-4219-b363-e395c88e7006,2/19/2025,Refund,Wallet,Success,In-Store
ccd0cd0d-6542-44a0-b721-f80a2c47939d,fdd932aa-12ec-497f-bc0c-ac228723db82,9/4/2020,Refund,UPI,Success,Online
ed60f4f3-8f84-450d-95d8-b647257a65ad,07f8a5cb-dd66-40f7-8f20-b0c0e23bcd55,8/20/2021,Purchase,Net Banking,Success,In-Store
a9d81b28-16b4-40cd-a828-9321d9c37abe,48f5f122-7fab-4467-bb46-efcf425e604b,1/29/2020,Refund,Net Banking,Success,In-Store
e5382892-fe5a-43fb-b415-8a19ef3d7d3a,e6a4679f-0492-42ac-9761-9d4413a428c4,3/6/2022,Refund,UPI,Failed,In-Store
07b8faac-db19-4fb9-9675-25a3a26ca430,85cbd3bb-8594-4230-b676-999fe9ff0866,5/10/2022,Refund,Net Banking,Pending,In-Store
112612a5-dfbc-47d7-9c56-a31b4d065dcf,7ea42b2e-2eec-4123-b993-d528d8ac1f4c,12/15/2021,Purchase,Net Banking,Success,In-Store
c184f332-3a48-4286-b9fa-08632d60fed2,d8dd90ce-079a-45fa-a406-735c648ef857,11/7/2024,Refund,Wallet,Failed,Online
09687244-cfb9-44a1-b728-1faf571cacb0,1b2e7848-d666-4644-ac68-faf3e4905bb2,2/29/2020,Purchase,Debit Card,Success,Online
01656668-d96f-4f97-952c-4507a590b143,5c3aa6b0-a44f-49a7-91f0-ee2183d9b313,11/1/2024,Refund,Credit Card,Success,In-Store
4f964f57-142b-4f8d-9f72-0639a47895f3,43afb88f-a1dd-4d31-8d52-108773cbe601,11/29/2023,Purchase,Wallet,Failed,In-Store
aa83a9e1-008e-4143-ba20-536ccae6702b,a483a060-c1c1-474e-aebb-0020c5f10216,9/27/2023,Purchase,Debit Card,Pending,Online
80db19d4-1455-4776-86ec-517ad22fe10b,b169822c-b0f7-4c42-95da-79acf42cda65,7/28/2022,Refund,Net Banking,Success,In-Store
3f871048-b0a3-47c3-9901-d4267a52bcd6,94fd75d8-97e6-4398-bea1-2bac4fb62b38,4/18/2022,Refund,Wallet,Failed,Online
359e577d-d63d-46dd-b779-29fa5dcfb9ab,4f5e74bb-4a11-4d31-a8c1-ca6359510c6b,2/21/2021,Purchase,Debit Card,Pending,Online
5471c680-644e-4d43-8bb3-71398319a649,a5b9ba93-33ba-473b-8e6c-91f2abb88cf2,11/15/2023,Purchase,Debit Card,Failed,Online
740252a3-39ec-4100-a0d2-7087bbfb0364,11174211-a3fe-452f-bc85-6dce79ac4988,8/11/2024,Refund,Net Banking,Failed,In-Store
b4a2f9d7-242f-434a-9f1d-3524e05148da,6e276832-ef61-46bc-978b-154797b19889,10/13/2021,Purchase,UPI,Failed,Online
f73eb349-3e2e-4dfc-807f-eec99c6b0a93,c940e63d-477f-4293-bef5-beb89eede96c,9/12/2023,Purchase,UPI,Failed,Online
9f23c528-4e1c-456a-aaf6-0902aacdd329,840a89c9-42d6-4b80-840b-d088c4fcd801,9/12/2022,Refund,Credit Card,Success,Online
0580fcfe-6e55-4c25-8076-4ea310712326,2aa23a71-09f6-4016-af8b-7b45408f7307,8/31/2022,Refund,UPI,Success,Online
0646c2c9-7fb4-4765-b65c-97fe6d74d273,6d6eaf99-6eff-4b70-b7e8-39d6c799832a,9/12/2023,Purchase,Net Banking,Failed,In-Store
2d572079-b728-4827-802b-f089c9970564,029d647d-cc83-4e11-bc96-1eb0b9c45a40,5/21/2021,Purchase,Net Banking,Failed,In-Store
9e0fc98e-6db0-48d1-87b1-bb2f1bb5babc,5d5d5d66-bbef-4737-8ffa-217f7ea273a6,7/22/2020,Purchase,Wallet,Success,Online
bd6158ab-2fc4-4eaf-b888-2780ec6f987b,1bf81d4c-e1c8-4934-a6ac-8b1961c57215,4/8/2024,Purchase,Wallet,Success,Online
7a49f121-9ab1-4c36-8dcf-76daae82976b,a7f0187f-6089-4270-8320-98e24ed2f24f,10/13/2020,Refund,Net Banking,Success,In-Store
2edf2635-c910-4fcc-a280-857ebc581374,371ad705-839c-4328-aa2e-b357f44bcd4d,3/16/2020,Refund,Wallet,Failed,Online
6749c0a6-2105-492b-bcff-cbd040adf8ea,649073bf-8184-49f5-94d8-6f3b2ad7c3c9,8/14/2023,Purchase,Wallet,Failed,In-Store
f6b786f3-f85b-4f05-b7ea-e1de75956966,e5fd4f7f-3803-4ce3-ae85-7823e7b344e1,6/5/2024,Purchase,Net Banking,Failed,In-Store
1e311a2b-ca60-4fab-af4b-4ade08ee2c8c,d2e0f791-44df-4439-ad1d-d55742965616,9/24/2023,Refund,Credit Card,Failed,Online
cdc06416-82c3-4a91-9b92-fcc6dd651c5d,d08c08ba-004e-4dab-b43a-e179550bbc57,1/3/2023,Purchase,Wallet,Failed,In-Store
1bf75dca-b79e-4678-a9d1-dbfdf289ac50,83243646-c0b0-403c-90f5-dd1e486b9055,3/3/2025,Purchase,UPI,Pending,In-Store
ab4515c7-8a68-4966-a104-79ac5416df56,7bfb20f4-fe72-4bb9-8f00-166695164f9d,4/10/2021,Refund,Net Banking,Failed,Online
3099d0e1-0abb-4df3-831e-be4daefe8741,0a7bc549-ea40-4e6e-977a-8436b669bbdc,5/7/2020,Purchase,Debit Card,Pending,Online
a2bd3e7b-789a-4a40-8b73-20841190befa,1c98754b-330c-40f1-8947-4de77084c15d,6/4/2021,Purchase,Wallet,Success,In-Store
a2a7bd97-a483-4aba-aec7-d160d5077731,672469e1-3ab3-4e28-993e-47d380c7e6a7,10/25/2024,Refund,Debit Card,Success,Online
861f8655-91eb-4624-bf34-d334d3ee5733,c0c68cf4-42f1-4f5f-8f12-31a3ff71b151,1/5/2021,Refund,UPI,Failed,Online
37608c72-6a76-4a07-84ef-82bcdf537f6f,2ed2f4a2-def2-4639-963c-5105717335ca,9/17/2021,Refund,Wallet,Pending,Online
febcd8eb-d4dc-49e1-8c22-94ba47fbbb6d,c11913dc-251e-4201-985e-1966792a3c5c,1/5/2021,Refund,Debit Card,Success,In-Store
96054da1-9db2-402a-856c-b4004ef8c569,3e3959a9-cdbf-460a-afc6-c065969b85f9,9/25/2024,Refund,Credit Card,Pending,Online
18b14d5a-2a32-4480-a35c-8a4f84de8202,806ae88b-97d6-4960-9440-957d53967839,3/31/2025,Refund,Wallet,Success,Online
c9017ec6-e208-45a5-9171-c0a3f92e19b2,a622775d-fe7c-49fd-83ea-91e5cfe8b983,11/3/2022,Refund,Credit Card,Failed,Online
c2b1cabc-353e-4cf4-be20-2202367086d0,ac5444c3-675c-4099-a831-37b23a7bc798,9/21/2022,Purchase,Credit Card,Success,Online
076ee8f1-556a-44f1-ae4a-72be37a94f4e,f1126333-f933-4821-9af4-c92e83351e7c,9/15/2021,Purchase,Debit Card,Pending,Online
4277bbd6-40a8-4ef1-a161-242b5a7f5f7b,abf9bef6-9a69-47f0-892b-d2697e20d070,6/19/2022,Purchase,UPI,Failed,In-Store
301d75e6-bba6-467c-aa3c-cb28e2f0642b,40044dba-9e37-4f11-aff2-1fb094653633,3/23/2023,Refund,Debit Card,Failed,In-Store
0d44ff39-7ecc-4936-9cf4-ffb75962351b,263b74cc-dc2e-4993-9a5b-809cb96bae22,1/21/2025,Purchase,Debit Card,Success,Online
e02d65ba-1e42-4c6b-bd2d-7a64111142cd,1e91f850-7a94-40ad-b09e-b8d920570d38,12/4/2021,Refund,Debit Card,Pending,Online
5eaa21fd-1e8c-4379-b63b-df671ddeec07,b9e743d8-4e82-4391-9aee-853ea947489b,4/7/2021,Purchase,Wallet,Failed,Online
a1e0ee26-ac96-4aa2-a6e6-d9b5b2a99281,59ee60ec-eda5-4861-ab00-69cee40b6ef4,2/27/2020,Purchase,Credit Card,Pending,In-Store
be033dff-6dd1-4270-88cc-b2488175e00a,a9e5fec8-1919-48e6-b586-ebcde3fcdec0,11/23/2022,Purchase,Net Banking,Success,Online
4ec1fe91-fae4-4785-b9ac-3453748f449a,f04b29a0-f7cd-47d3-90fd-5ce36cae2b6d,11/7/2022,Purchase,Wallet,Failed,Online
a28c332b-97dd-4ac4-9fd9-41a05de2eed8,cc2b033a-3fb9-49ea-bdc2-57cedc12cec1,2/24/2024,Refund,UPI,Success,In-Store
3c48c27d-080a-44b4-9d3c-f043668b70c5,447a4c89-eb40-4542-bd84-2b902fa2436d,10/9/2024,Purchase,Credit Card,Pending,Online
75daf3c2-aded-404f-a954-3db0bb24e0e1,4f71e359-d57d-4321-8935-d8195a5e18fc,10/1/2021,Refund,Credit Card,Pending,In-Store
9b5b6e6d-d1a6-4876-95b8-0998b2d464c5,b003e94c-70c1-494c-9d3a-cd568598024a,11/25/2023,Refund,Credit Card,Failed,In-Store
3a187dc4-cabe-413c-9519-316222e5174a,94f5fcf7-0130-4ced-ba5a-f92a9b02ecf0,2/16/2025,Refund,Credit Card,Pending,In-Store
cfcfb48a-2e46-491c-a45c-89e434fa8aa1,c11e732b-3f67-4e83-8cf1-a7026a2a33ac,6/14/2020,Refund,Credit Card,Success,Online
5befe016-1fa6-4275-94b8-47338b57f76a,62f904b4-665e-41f0-821b-7d03514312d9,3/19/2022,Purchase,Debit Card,Success,Online
6969cac8-6d50-444b-b07a-254469f786ca,51471302-b32c-4c4a-8b21-552c0d7e51c8,12/2/2022,Refund,Credit Card,Pending,Online
e86f7023-45ea-4978-be21-0a2e2f3daf92,d8c80f8a-4af9-4ab6-89d8-77fde98779db,12/20/2023,Refund,Credit Card,Failed,In-Store
03880cc5-2af5-45eb-b592-93ceddf65d36,967ad665-a456-40f2-964e-6ae684d46a03,8/23/2023,Purchase,Wallet,Pending,Online
6adc3a10-3470-4ae7-baba-0e43affee583,187d6195-dcd4-4ef3-bf9f-b509b33937fd,11/30/2020,Refund,Wallet,Failed,In-Store
de2943e2-5c9a-4993-aba2-7c71df72041d,cf0caae0-5cbb-41a4-a495-6068a6a9f1f5,3/28/2022,Refund,Debit Card,Pending,Online
97f60552-d8ff-4e65-a2af-7ba8cb0525c8,6645f5dd-dc55-4aa5-b551-8092f11a3ea3,9/7/2020,Purchase,UPI,Failed,Online
2e7f2ae9-5770-4b29-986c-d90e2a39a7df,fc5e2eff-62a1-40ee-89e9-f264e2d37738,5/6/2023,Refund,Net Banking,Failed,Online
5e196c50-ebf2-4837-b5cc-05af0567ef20,a4c33373-ff04-4958-b64b-c9b2bf268fe9,10/11/2021,Refund,Credit Card,Failed,Online
6d337231-08cd-49c7-9b20-69af23301fff,051f8efb-0544-4179-b502-b7b12b58f8ad,1/27/2022,Purchase,Credit Card,Failed,Online
fa8e9e2b-cc0f-4d1b-ab73-d78bc61548a0,0568ec51-12b8-4e12-9441-721bd9ad40d8,10/26/2021,Purchase,Wallet,Failed,In-Store
fb2e2ea5-9a16-4ae2-8b06-06ac54765bfe,d8b3e0e7-11b8-4f39-9c06-4ca604fe2c74,9/22/2021,Purchase,Wallet,Success,Online
f5a5bbab-e53a-49cf-bc22-569f1d5449e9,177fdedf-f2c5-4f47-9fe3-f96a30002680,11/2/2024,Purchase,UPI,Failed,Online
07e7f433-9c62-45e3-ba59-a21b3480eb8c,7ddd634a-1e11-419b-8429-8f2ee94a4c14,5/2/2023,Purchase,Net Banking,Pending,In-Store
907260c0-1918-4907-b4cf-a108f7282479,1f4daa9d-5e76-479f-bf4d-fdc578da2393,9/1/2024,Refund,Wallet,Pending,In-Store
240273bb-38fd-4181-a740-88b6ff39c358,fbd7655b-4c3c-472b-9441-120dafbc37b0,3/23/2025,Refund,Net Banking,Success,In-Store
80890639-68f2-48ea-a90e-0dd4ea36acc7,8c52a3ec-a861-4437-909c-5cba241cbd78,8/10/2023,Purchase,UPI,Success,Online
450f9355-751c-4ad4-a02e-fa7d4acab0e8,5bfdae72-b6aa-44e9-adea-4360b5d60454,12/29/2022,Purchase,Debit Card,Success,In-Store
61f1c77a-e1f0-45c3-a1b2-97744ebfae06,7cd4f9ba-546a-41e8-9332-62f37c6b504d,1/24/2024,Purchase,Credit Card,Pending,In-Store
dd10d5a2-856e-4a9c-b53a-f8a870a22983,8b91e819-b2da-410f-b214-d3c78f6fc538,12/25/2021,Purchase,Net Banking,Success,Online
523f8434-99d5-4367-b689-165d48932053,9bf5136c-dd1e-4f58-9d26-520de57b9c3e,4/24/2021,Purchase,Debit Card,Success,In-Store
47fbf775-faad-4b01-b9af-0e5131ee9fd1,2d0331ff-2b4e-4339-88f4-b540f21becb4,5/31/2022,Purchase,UPI,Pending,Online
46c2de6a-26b8-4ce8-a4e7-ade0b1e31207,97588bac-5180-43fb-95b2-b8eb3d8fad22,4/21/2020,Refund,Net Banking,Success,Online
c26413a3-3415-4d1c-9098-13096f82026c,d2203f09-ecca-4e26-b1db-01aa265418b9,9/24/2023,Refund,Credit Card,Success,Online
77af716b-0d9f-40a8-b7cb-491296d0de14,b39e18d1-74b0-4cb5-b5c5-311bdacad719,8/4/2021,Refund,UPI,Success,Online
de573b43-14a0-450d-9742-b99c8d5e8a4b,9073f6fe-69f3-4973-9c05-7291fcd8e8d9,11/17/2023,Purchase,UPI,Success,Online
c2933f44-c342-47e1-8ef1-f74dbe959915,5e1d0345-5020-4c98-a0dc-34bc01ff1845,9/23/2020,Purchase,Credit Card,Pending,Online
b3897e53-d958-4b52-bb8c-950e47e9a1c5,0d2166bd-e0d6-4c7d-965b-ba527cec0a9c,1/29/2024,Purchase,Net Banking,Success,In-Store
347fc533-2b04-47a5-bd76-00e9eda52acb,1333a48b-8505-4d3b-a98a-23fe2ae32eb9,9/1/2022,Purchase,Wallet,Pending,Online
6745846e-1b14-4ddf-9272-f3ec69338ebc,a3d1a525-214d-4e80-b5ac-84146a1e5568,10/31/2023,Refund,Wallet,Pending,Online
36c35335-1ce6-47b3-b5ff-16a4ebd18c33,714812ba-bbc2-42b3-a0bb-b5dd185fa8f6,8/2/2021,Purchase,Wallet,Failed,Online
9f0d23dc-e026-4fd6-8241-2f45326bb7c2,25fb2436-93e5-41a4-b694-58f9e540593e,11/22/2023,Purchase,Credit Card,Failed,Online
